Type;Post URL;Content;Timestamp;Media URL;Impressions (Organic);Impressions (Paid);Reach (Organic);Reach (Paid);Replies;Taps Back;Taps Forward;Exits
"VIDEO";"https://instagram.com/stories/tv_publica/3043473365164778760";"";2023-02-21 21:45;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/6542BB9CEAEF879598CE8C86FA7EC79C_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=1205656173643516_304036892&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzY1NDJCQjlDRUFFRjg3OTU5OENFOEM4NkZBN0VDNzlDX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSjRIenhOZjZvX1VjNndBQUdsdUZhZ3k3T0IxYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbS%2BqvV16e2PxUCKAJDMywXQCtnbItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDmkl1qzareG_0DS6HcOI2EMa1vSzGT2PLw_QYvHGp9KA&oe=63F761E4&_nc_sid=ea0b6e&_nc_rid=3e04d29781";1679;;1666;;3;66;1590;115
"IMAGE";"https://instagram.com/stories/tv_publica/3043461762934391165";"";2023-02-21 21:22;"https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/332033352_731522878688838_5655431168952149029_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_eui2=AeEv-WSzbGjZyXzPtJXtHg7LHWKzPC7ijQIdYrM8LuKNAu8E9-D8hJGhD1sU9wDWXrQ&_nc_ohc=OtdzAJzZk8wAX8S5LnU&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AB9oSrcEAAAA&oh=00_AfA-BzJcSyTzTjcZKqCQzG-uTGCUBYJWiXQHt_oRRSt5mw&oe=63F9C0D0";1886;;1818;;0;92;1661;87
"VIDEO";"https://instagram.com/stories/tv_publica/3043272667726814545";"";2023-02-21 15:06;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/914EC80FBEBDE352FD952E5CBF3461AC_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=884675409417094_1718254531&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzkxNEVDODBGQkVCREUzNTJGRDk1MkU1Q0JGMzQ2MUFDX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRmJvc2hQSm50NDNtdHdWQUg2c2Q2bjlKbThoYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa%2B0uW7tpbwPxUCKAJDMywXQCGItDlYEGIYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAGVCf8mEMQycglGO58JmKafSoPJ9O_IH9vPztbBHX1lg&oe=63F74203&_nc_sid=ea0b6e&_nc_rid=5effc3b0be";1841;;1830;;1;113;1653;191
"VIDEO";"https://instagram.com/stories/tv_publica/3043271128517954830";"@elcoppa @ine.viana";2023-02-21 15:03;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/474F247B82B1F3E103D03F41D212A78D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=579655243829658_2587573328&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzQ3NEYyNDdCODJCMUYzRTEwM0QwM0Y0MUQyMTJBNzhEX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHR0ZPdkJNVmlCX1NYTFlDQUhDTUVaYVF5SlFJYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbcp7CZmvPgPxUCKAJDMywXQDGzMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCPMlHck9mIYNrvHVouaKRl-bmkb0LDmDYbZAyg1ZterQ&oe=63F70FF3&_nc_sid=ea0b6e&_nc_rid=67e02ea7f7";2193;;2164;;3;46;1819;158
;;;2023-02-21 00:41;;1846;;1840;;2;83;1614;98
"VIDEO";"https://instagram.com/stories/tv_publica/3042819210112821113";"@djtreekoo  @lostekisoficial @carnavaldelostekis";2023-02-21 00:05;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/344093015BF6F26EA6252F3D5BF08199_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=886088659327756_2072976024&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzM0NDA5MzAxNUJGNkYyNkVBNjI1MkYzRDVCRjA4MTk5X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQWlvemhNUnk2TUR2YklBQUFRMkxHVkQwM2tIYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbA7tWw9rXlQBUCKAJDMywXQEyDtkWhysEYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfBcCfnOue-QpEaSese2g6xFP4L72wWXuK-gNJwFEkJ7Ew&oe=63F6F389&_nc_sid=ea0b6e&_nc_rid=d28f2349d8";1988;;1956;;0;93;1711;236
"VIDEO";"https://instagram.com/stories/tv_publica/3042757021704200940";"@lucianopereyraoficial  @lostekisoficial @carnavaldelostekis";2023-02-20 22:01;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/8F4D4B300C15771AFC13E8D549C23DB2_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=1268716253684056_1474477884&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzhGNEQ0QjMwMEMxNTc3MUFGQzEzRThENTQ5QzIzREIyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRmYtMEJQVlN5elRUNjBBQUgwbGpPQjM2azRPYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbyhJeujqb3PxUCKAJDMywXQDyzMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDMMBAO2aEsHSeoSyq_lw07Q1KwjZAGpySfIgeAtf7Jrw&oe=63F5C0B0&_nc_sid=ea0b6e&_nc_rid=fcdeea1e57";2056;;2056;;1;64;1807;133
"VIDEO";"https://instagram.com/stories/tv_publica/3042745438060101015";"@elcoppa @jose_puccio_bass_tekis @waltersader @juanjopestoni @trapocoletti @manyinlope @lostekisoficial @carnavaldelostekis";2023-02-20 21:38;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/E94F965506344A43E5AC2C267454A698_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=110&vs=3481941792039574_1044470614&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0U5NEY5NjU1MDYzNDRBNDNFNUFDMkMyNjc0NTRBNjk4X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTkJxMVJPQTRyV0Q1Tk1BQUtWaDNJVmRmTGNmYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbi3bykkrDpPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCeOQT9A1nC4tMO0KYHEmnu6gx39WIcy8HEvkZKaQzowg&oe=63F5D88B&_nc_sid=ea0b6e&_nc_rid=4ae802432a";2387;;2387;;0;30;1895;202
"VIDEO";"https://instagram.com/stories/tv_publica/3042160371457740279";"@sergiogalleguillooficial @lostekisoficial @carnavaldelostekis";2023-02-20 02:16;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/914A565095664EDE9CE0637296A1A09C_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=1853376168329356_1117817263&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzkxNEE1NjUwOTU2NjRFREU5Q0UwNjM3Mjk2QTFBMDlDX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHT0NxeFJPbXc5VHIxNHNBQVB1bHZsQzl2RDlIYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbmi4zCuaC5PxUCKAJDMywXQDbEGJN0vGoYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfBCogK6JATgiKe_aYAwi3Glc5l-3Sv19F3QCZOSe77Uxw&oe=63F62699&_nc_sid=ea0b6e&_nc_rid=5be10ee30c";1401;;1388;;0;37;1238;141
"VIDEO";"https://instagram.com/stories/tv_publica/3042149068202738375";"@sergiogalleguillooficial @carnavaldelostekis";2023-02-20 01:54;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/044D69CA7054D3313A81654A75B57389_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=101&vs=610639727555779_3835465914&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzA0NEQ2OUNBNzA1NEQzMzEzQTgxNjU0QTc1QjU3Mzg5X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHUGlydWhQTUk0N0ZJYndLQU91NTlOcVhYTmxoYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbY266EzNH3PxUCKAJDMywXQDJp%2B%2Bdsi0QYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfC_St8Ir3nWAH4U_R37RpXum42F6UqOlNr1QzyqcxlVdA&oe=63F60A6D&_nc_sid=ea0b6e&_nc_rid=981681e643";1459;;1438;;1;44;1365;56
"VIDEO";"https://instagram.com/stories/tv_publica/3042146162154081118";"@carnavaldelostekis @lostekisoficial @manyinlope @trapocoletti @juanjopestoni @waltersader";2023-02-20 01:48;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/494B16BB5B4DC40EFB28374222719CB2_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=107&vs=2418589444966701_3290433911&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzQ5NEIxNkJCNUI0REM0MEVGQjI4Mzc0MjIyNzE5Q0IyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHUFdsenhNOHVHRlVIeUFFQU13UVNvTHFnZTFIYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaM%2BMD39byXQRUCKAJDMywXQEamZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAOdAlHnRq-BA-qPOJGW41YKB1A-JMo9mLW44LOTMYjYA&oe=63F603F5&_nc_sid=ea0b6e&_nc_rid=b5a9a87dda";1595;;1578;;0;33;1427;67
"VIDEO";"https://instagram.com/stories/tv_publica/3042084974380506814";"@lostekisoficial @carnavaldelostekis  @trapocoletti @manyinlope";2023-02-19 23:46;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/B4433B8F41C650A8FF5ADF99E4D4BB94_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=111&vs=873757957209813_2615361337&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0I0NDMzQjhGNDFDNjUwQThGRjVBREY5OUU0RDRCQjk0X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRlQyelJPOUI2ZU5qQkFEQVBreTZWTU1SWTRYYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbazaCfpufzPxUCKAJDMywXQEGczMzMzM0YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCjIJfwWfIvHMiY6FzvlPBFt7NTcWhRsNjLJc7wiccudQ&oe=63F633F0&_nc_sid=ea0b6e&_nc_rid=6671fb12de";1532;;1514;;1;113;1437;84
"VIDEO";"https://instagram.com/stories/tv_publica/3042080281709507244";"@lostekisoficial @carnavaldelostekis";2023-02-19 23:37;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/4A4ADC0C616DBEE637D56AF7C704BA97_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=929082558534012_1107340759&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzRBNEFEQzBDNjE2REJFRTYzN0Q1NkFGN0M3MDRCQTk3X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQWZmMEJNYTM2SUJRcGdBQURvTHBiajJfR1lqYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaI4qOurdX4PxUCKAJDMywXQEsAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfBgVnGZxKF0yPFAVy6XtgWlgHBkPMMvGKF4EgmA1_KRwA&oe=63F5F000&_nc_sid=ea0b6e&_nc_rid=57a1470972";1669;;1648;;1;84;1509;146
"VIDEO";"https://instagram.com/stories/tv_publica/3042028493429925584";"@trapocoletti @lostekisoficial @carnavaldelostekis";2023-02-19 21:54;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/0D4165ED93C679DD4C1259D165734D9E_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=107&vs=585608570279355_1867107893&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzBENDE2NUVEOTNDNjc5REQ0QzEyNTlEMTY1NzM0RDlFX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHUEs0c2hNd0NCOEEyZVVFQUJSSXNlazVDcFJKYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACae0JWUt%2FbzPxUCKAJDMywXQDEvGp%2B%2BdskYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfA4LSiivxIbvK57p988Q1C0tVdm0UERs8GP-zkbLj984g&oe=63F4952B&_nc_sid=ea0b6e&_nc_rid=6d6dae0180";1609;;1608;;0;64;1503;119
"VIDEO";"https://instagram.com/stories/tv_publica/3041995610447333554";"@chayalr_";2023-02-19 20:49;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/4A4589BE32C61914189528F4F3FB77BD_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=105&vs=971914883809768_2800608960&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzRBNDU4OUJFMzJDNjE5MTQxODk1MjhGNEYzRkI3N0JEX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHUC1GemhQYmt0cGVKVzRBQU5zeURIaDBxZVluYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaa%2BvnCk9vBPxUCKAJDMywXQC4MSbpeNT8YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfD0LRpO0WkRvCdR0iEW6tlWj06sEqRQdBzTt54-TBXkYQ&oe=63F44AEB&_nc_sid=ea0b6e&_nc_rid=752b8dca42";1665;;1634;;0;76;1480;103
;;;2023-02-19 18:40;;1767;;1742;;0;35;1589;157
"VIDEO";"https://instagram.com/stories/tv_publica/3041748450346760459";"@marianoanga @taniawed";2023-02-19 12:36;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/084D87E952C8B0B654D7E877D418F4B5_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=111&vs=735924591241008_3867366362&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzA4NEQ4N0U5NTJDOEIwQjY1NEQ3RTg3N0Q0MThGNEI1X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQjhFdFJPR2VmRXdxaE1DQVAxMElZUHl5OFp2YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACag4M%2B6zY77PxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAw9SF22eNu64gOiwpG0c4NDTl6DAm9TKatX9UH3HxiPg&oe=63F4BD6F&_nc_sid=ea0b6e&_nc_rid=356b27af16";1962;;1933;;0;47;1642;180
"VIDEO";"https://instagram.com/stories/tv_publica/3041745371316479220";"@tec.ciencia.ar @hablamosdechagas  @jmcafferata";2023-02-19 12:31;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/86426EC2DE28E2CE4A7CB8D74FF72FB6_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=104&vs=2861889213945079_1519896983&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzg2NDI2RUMyREUyOEUyQ0U0QTdDQjhENzRGRjcyRkI2X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSjVMeHhOQU1lUzVYTElDQU1SMDcwQU9Eak53YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACak4%2Buw6a7rPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfACOwc0MpETkgetxK9s53UhMLHWEBBM32iHcF6loUL3SQ&oe=63F43D30&_nc_sid=ea0b6e&_nc_rid=69347c6ab6";2282;;2210;;0;63;1896;135
;;;2023-02-19 03:14;;2403;;2401;;1;104;1992;286
"VIDEO";"https://instagram.com/stories/tv_publica/3041424813311789889";"@lostekisoficial @carnavaldelostekis @elcoppa @manyinlope @trapocoletti";2023-02-19 01:54;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/644382B7F65EF7009692E136498D469E_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=714710290121023_606591195&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzY0NDM4MkI3RjY1RUY3MDA5NjkyRTEzNjQ5OEQ0NjlFX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHS3p1eHhNODU0X3BUejBEQUc5YnN4c3JYR056YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa6odCL1ejgPxUCKAJDMywXQEMuFHrhR64YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDWsVLy6lLsvwWPYt-iMYdqt7twLKgHyxheu6njPcN4Nw&oe=63F4938A&_nc_sid=ea0b6e&_nc_rid=2f7fb825d1";2595;;2580;;1;193;2313;97
"VIDEO";"https://instagram.com/stories/tv_publica/3041366727628922247";"@juanjopestoni @kariprinceoficial  @carnavaldelostekis";2023-02-18 23:59;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/8447C2036095B824CDF0B514605AEA98_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=899049621413787_2340367374&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzg0NDdDMjAzNjA5NUI4MjRDREYwQjUxNDYwNUFFQTk4X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQjB3bnhOQ1V6NlVuMVlEQUlCVlNzOV91Rk5VYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaK3unHy9TpPxUCKAJDMywXQDiZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDwrf_FtuWG0CRVRG879IICYI_1xwaRFQtMgKyrKesB8Q&oe=63F441C6&_nc_sid=ea0b6e&_nc_rid=ca163ce534";2678;;2667;;3;165;2218;178
"VIDEO";"https://instagram.com/stories/tv_publica/3041307873792622582";"";2023-02-18 22:02;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/F64A1CC4DC943881046ACA5659E67384_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=1269747927218836_1120346584&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0Y2NEExQ0M0REM5NDM4ODEwNDZBQ0E1NjU5RTY3Mzg0X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSERxekJOUnRReGlITVFFQUEtVEg5dkc1MThIYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaQ3O3m9rn1PxUCKAJDMywXQCgRaHKwIMUYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfA3aJU4PXA3p9YG4grJB-MpGbIaIDFEEnLmnsBbU1oT7Q&oe=63F34000&_nc_sid=ea0b6e&_nc_rid=63229ec709";2408;;2408;;1;55;2289;182
"VIDEO";"https://instagram.com/stories/tv_publica/3041233348367228497";"@elcoppa @lostekisoficial @carnavaldelostekis @bersuitok @rip.dillom @juanjopestoni";2023-02-18 19:34;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/18448E357972CDD30B01EAA9D44059AC_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=100&vs=554536739782546_2951666162&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE4NDQ4RTM1Nzk3MkNERDMwQjAxRUFBOUQ0NDA1OUFDX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTzRBeGhNLTZ0YnlHZU1GQVAxMmFFMjhzdEZBYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbMkaWB5q%2FEQBUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDNBaSfVpOsvAaohraOKTG1_waWbKrchKLxyXbFCcivyA&oe=63F2F50B&_nc_sid=ea0b6e&_nc_rid=39c79776e7";2215;;2215;;0;54;2089;117
"VIDEO";"https://instagram.com/stories/tv_publica/3041208945495711775";"@donpedrojarras @pablofidelok @ivonnemusica @carnavaldelostekis @lostekisoficial @elcoppa @orquestadeliovaldez";2023-02-18 18:45;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/3745225ADE81551D685AC76E2645C3BF_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=111&vs=2343392592489079_3040972269&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzM3NDUyMjVBREU4MTU1MUQ2ODVBQzc2RTI2NDVDM0JGX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRmRnemhORnBocjEzUm9DQU1NcW9nb0JtX0ZaYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaasqOvwZ35PxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDoYw2FfrlUbs08TDj567n6Sy0Qg2qAUHl2PeWH1dFroA&oe=63F3172C&_nc_sid=ea0b6e&_nc_rid=1279334b0e";2250;;2250;;1;52;2091;101
;;;2023-02-18 18:28;;20;;20;;0;0;15;4
